Age,Education_Num,Marital_Status,Occupation,Relationship,Sex,Capital_Gain,Capital_Loss,Hours_per_Week,Income
24,11,4,9,1,1,0,0,28,0
24,11,4,9,3,0,0,0,40,0
62,6,2,3,0,1,6418,0,40,1
35,9,2,13,0,1,0,0,40,0
51,10,2,11,0,1,0,0,40,0
40,8,0,4,4,0,0,0,40,0
39,13,2,9,0,1,0,1887,40,1
34,11,2,3,0,1,0,0,60,1
20,9,4,5,3,1,0,0,40,0
48,10,0,0,4,0,0,0,40,0
60,8,5,5,1,1,0,0,40,0
49,10,0,0,4,0,0,0,40,0
51,13,2,9,0,1,0,0,40,1
37,10,2,7,0,1,0,0,32,0
34,9,2,11,5,0,0,0,28,0
64,8,0,7,1,0,0,0,45,0
39,8,2,7,0,1,2635,0,37,0
33,9,2,4,0,1,2829,0,47,0
29,11,4,5,1,1,0,0,40,0
58,9,2,7,0,1,7688,0,55,1
19,9,2,2,0,1,0,0,35,0
43,9,2,2,0,1,0,0,40,1
55,9,2,4,0,1,0,0,47,0
27,9,4,7,1,0,0,0,40,0
60,8,2,4,0,1,0,1672,47,0
38,11,2,7,5,0,0,1902,40,0
30,11,5,7,4,0,0,0,40,0
22,9,4,0,1,0,0,0,45,0
35,11,4,2,1,1,0,0,40,0
33,10,0,12,1,0,0,0,40,0
19,9,4,6,3,0,0,0,40,0
37,9,0,3,1,1,0,0,40,1
55,9,2,11,5,0,0,0,47,0
46,8,4,6,1,1,0,0,40,0
32,13,0,9,2,1,0,0,35,1
18,8,4,11,3,1,0,0,28,0
47,10,2,9,0,1,0,0,47,0
39,8,4,5,1,1,0,0,40,0
56,10,4,2,4,1,0,0,40,0
31,10,4,11,1,1,0,1504,40,0
18,10,4,0,3,0,0,0,28,0
49,11,0,9,1,0,0,0,40,0
36,10,2,4,0,1,3456,0,28,0
40,9,2,13,0,1,0,0,40,0
44,10,2,13,0,1,0,0,40,0
34,11,4,3,1,1,0,0,44,0
66,9,6,11,1,1,0,0,40,0
41,9,2,2,0,1,0,0,40,1
26,11,4,9,1,0,0,0,28,0
29,10,2,9,0,1,0,0,40,0
18,9,4,4,3,1,0,0,40,0
38,13,0,3,1,1,0,0,55,1
28,8,0,9,1,0,0,0,40,0
60,9,2,3,0,1,0,0,47,0
55,15,6,9,1,1,0,0,55,1
45,9,0,7,3,0,0,0,47,0
73,9,2,0,0,1,0,0,28,0
41,9,0,10,4,1,0,0,47,0
45,11,0,5,1,0,0,0,40,0
55,9,2,6,0,1,0,0,40,0
25,10,4,11,1,1,0,0,38,0
37,11,2,2,0,1,0,0,30,0
74,8,6,2,1,1,0,0,28,0
44,9,4,2,1,1,0,0,40,0
51,8,2,2,0,1,0,0,45,0
50,10,2,2,0,1,0,0,40,0
31,11,0,3,4,0,0,0,40,0
59,9,2,13,0,1,0,0,45,0
43,14,0,9,4,0,0,2547,40,1
18,8,4,4,3,1,0,0,47,0
26,9,0,0,1,0,0,0,28,0
47,10,2,2,0,1,7688,0,40,1
65,11,0,9,1,1,6723,0,40,0
18,8,4,5,3,1,0,0,28,0
55,10,0,0,1,1,0,0,40,0
21,10,4,7,3,0,0,0,28,0
42,11,4,9,1,1,0,0,47,0
24,11,4,12,1,0,0,0,40,0
44,10,2,6,0,1,0,0,47,0
36,9,2,13,0,1,0,0,50,1
40,13,2,9,0,1,15024,0,65,1
53,9,2,2,0,1,0,0,40,0
32,13,2,3,0,1,0,0,60,1
39,9,0,7,1,0,0,0,40,0
33,10,0,7,1,0,0,0,40,0
34,9,2,11,0,1,0,0,47,0
44,11,4,12,1,1,0,1340,40,0
35,10,4,7,1,0,0,0,47,0
73,10,6,8,4,0,0,0,28,0
37,10,2,13,0,1,0,0,40,1
31,11,4,9,1,0,0,0,40,0
43,9,4,4,1,1,0,0,47,0
27,8,4,4,3,1,0,0,40,0
32,10,2,5,0,1,0,0,40,0
43,9,2,6,0,1,0,0,40,0
40,10,2,2,0,1,7298,0,50,1
17,8,4,0,3,1,0,0,28,0
62,10,6,4,4,0,0,0,47,0
23,11,4,9,1,0,0,0,40,0
61,14,2,11,0,1,0,0,60,1
31,9,2,2,0,1,0,1848,40,1
33,11,2,0,5,0,0,0,30,0
34,11,2,9,0,1,0,0,40,0
25,11,2,3,5,0,0,0,38,0
22,10,4,11,1,0,0,0,28,0
29,10,2,2,0,1,0,0,40,0
40,9,0,6,4,0,0,0,28,0
48,9,2,2,0,1,0,0,45,0
29,9,4,3,1,0,0,0,40,0
34,13,2,3,0,1,0,0,50,1
30,9,5,0,3,0,0,0,28,0
22,9,4,0,3,1,0,0,28,0
27,11,4,5,1,1,0,0,40,0
37,8,4,6,1,1,0,0,40,0
40,10,2,0,0,1,0,0,40,1
28,11,4,2,1,1,0,0,47,0
23,10,4,0,4,0,0,0,28,0
37,9,0,7,4,0,2977,0,47,0
43,9,2,10,0,1,0,0,40,0
44,11,2,9,0,1,0,0,47,0
73,8,6,11,4,0,0,0,40,0
36,8,4,7,1,1,0,0,35,0
45,13,2,2,0,1,15024,0,40,1
20,10,4,9,3,1,0,0,28,0
36,10,0,11,4,0,0,0,38,0
32,11,4,9,1,0,0,1590,40,0
23,11,4,9,1,0,0,0,40,0
28,7,2,2,1,1,0,0,60,1
26,10,2,9,5,0,0,0,40,0
51,10,2,0,5,0,0,0,28,0
27,10,2,2,0,1,0,0,45,0
27,11,4,11,1,0,0,1590,40,0
39,10,0,0,1,1,0,0,40,1
42,10,2,3,0,1,0,0,55,1
27,10,0,12,1,0,0,0,40,0
43,10,4,13,1,1,0,0,30,0
37,11,5,9,4,0,0,0,32,0
48,14,2,3,0,1,0,0,55,1
28,11,4,12,1,0,0,0,40,0
18,9,4,12,3,0,0,0,28,0
41,13,2,3,0,1,7688,0,45,1
37,8,0,6,4,0,0,0,40,0
18,8,4,7,3,1,0,0,28,0
57,9,2,11,0,1,0,0,40,0
32,12,2,3,0,1,0,0,60,1
40,16,2,9,0,1,0,1977,45,1
20,8,4,0,1,1,0,1602,40,0
35,9,2,7,0,1,0,0,40,0
45,15,4,2,1,1,0,0,50,1
59,8,2,4,0,1,0,0,40,0
41,10,0,11,3,1,2174,0,45,0
37,15,2,9,0,1,15024,0,60,1
44,14,2,9,0,1,7298,0,40,1
34,10,4,3,1,0,2174,0,47,0
44,13,0,3,4,0,4934,0,45,1
42,11,0,0,4,1,0,0,30,0
18,9,4,5,3,1,1055,0,40,0
37,10,3,9,1,0,0,0,30,0
21,10,4,0,3,0,0,0,28,0
23,8,4,7,1,1,0,0,30,0
32,10,0,3,1,1,0,0,40,0
24,11,4,7,1,0,0,0,40,0
45,9,4,0,1,0,0,0,40,0
64,8,2,7,0,1,0,0,28,0
30,11,4,9,3,1,0,0,40,0
66,9,6,2,1,1,0,0,28,0
25,11,4,11,1,1,0,0,45,0
53,13,2,9,0,1,0,0,65,1
31,13,2,3,0,1,0,0,50,1
47,11,4,0,1,1,0,0,47,0
20,9,3,0,1,0,0,0,35,0
37,8,2,2,0,1,0,0,40,0
29,9,2,2,0,1,0,0,45,0
20,10,4,0,3,0,0,0,28,0
29,9,2,2,0,1,0,0,47,0
29,9,2,10,0,1,0,0,42,0
46,9,2,6,5,0,0,0,28,0
42,10,0,0,4,0,0,0,40,0
24,9,4,11,3,1,0,0,40,0
45,14,2,9,0,1,0,0,45,1
41,12,2,9,0,1,0,0,40,1
35,10,2,12,0,1,5013,0,40,0
56,7,2,6,0,1,7298,0,40,1
46,13,0,11,1,1,8614,0,40,1
23,9,4,2,4,1,0,0,40,0
26,9,4,7,2,0,0,0,40,0
31,10,2,2,0,1,0,0,28,0
49,9,5,6,1,0,0,0,40,0
48,14,2,3,0,1,0,0,40,1
22,9,4,0,3,0,0,0,40,0
37,11,4,9,1,0,0,0,40,0
22,10,4,0,4,0,0,0,37,0
35,13,2,9,0,1,0,0,45,1
37,9,2,9,0,1,0,0,40,0
30,8,0,7,1,1,0,0,40,0
36,9,4,2,4,1,1506,0,40,0
42,10,2,0,5,0,0,0,40,0
39,14,4,11,1,1,0,0,60,1
37,11,0,2,1,1,0,1980,40,0
33,11,4,0,1,1,0,0,40,0
50,10,2,11,0,1,0,0,50,1
53,10,4,0,2,0,0,0,40,0
60,8,0,6,1,0,0,0,40,0
28,10,5,5,1,1,0,0,40,0
23,8,2,2,0,1,0,0,47,0
54,10,2,11,0,1,0,0,47,0
55,11,0,9,1,0,0,0,40,0
67,9,2,11,0,1,0,0,40,1
39,9,2,2,0,1,0,0,65,1
72,9,2,0,0,1,0,0,28,0
47,16,2,9,0,1,0,0,60,1
36,9,2,2,0,1,0,0,40,0
41,11,4,9,1,0,0,0,45,0
27,11,4,9,1,1,0,0,28,0
41,16,2,9,0,1,0,0,60,1
29,11,0,11,4,0,3418,0,40,0
50,12,2,5,0,1,15024,0,45,1
17,8,4,7,2,0,0,0,28,0
35,9,2,2,0,1,0,0,42,0
34,9,5,0,3,0,0,0,28,0
17,8,4,7,3,1,0,0,28,0
51,8,2,2,0,1,2961,0,40,0
64,9,2,11,0,1,0,0,40,1
26,8,3,13,4,1,0,0,40,0
41,10,2,2,0,1,0,0,40,0
34,13,2,11,0,1,0,0,45,1
51,9,2,13,0,1,0,0,40,1
42,11,2,3,0,1,0,0,40,1
46,9,0,2,1,1,0,0,47,0
47,10,2,10,0,1,0,0,44,0
27,9,2,2,0,1,0,0,40,0
49,10,2,2,0,1,0,0,40,0
53,10,2,3,5,0,0,1887,40,1
34,9,4,2,3,1,0,0,40,0
30,9,2,2,0,1,0,0,40,0
44,11,0,9,1,0,2354,0,47,0
45,10,2,4,0,1,0,0,47,0
27,9,4,11,3,0,0,0,45,0
57,8,2,11,0,1,0,0,28,0
37,10,0,7,4,0,0,0,28,0
38,9,2,13,0,1,0,0,40,0
49,9,2,6,0,1,0,2179,40,0
46,14,2,3,0,1,0,1977,25,1
35,11,4,9,1,0,0,0,40,0
73,9,6,7,2,0,0,0,32,0
28,11,5,0,4,0,0,0,40,0
55,11,4,3,4,0,0,0,47,0
28,11,2,0,2,0,0,0,28,0
49,9,0,2,4,1,0,0,40,0
18,9,4,7,3,0,0,0,30,0
25,8,2,2,3,1,2580,0,30,0
17,8,4,5,3,1,0,0,28,0
70,9,2,11,0,1,0,0,40,0
26,10,4,6,1,1,0,0,45,1
18,8,4,0,1,1,0,0,28,0
45,9,0,0,4,0,0,0,40,0
45,9,2,4,0,1,0,0,47,0
17,8,4,2,3,0,0,0,35,0
26,9,4,2,1,1,0,0,40,0
37,10,2,0,0,1,0,0,30,0
34,9,0,6,1,0,0,0,40,0
23,8,4,5,3,1,0,0,40,0
28,9,4,7,3,0,0,0,28,0
49,9,4,7,1,1,0,0,38,0
26,10,4,0,2,1,0,0,47,0
56,13,2,9,0,1,7688,0,40,1
50,9,5,3,4,0,6497,0,35,0
54,9,2,2,0,1,0,0,44,1
27,9,2,6,0,1,2580,0,40,0
21,11,4,0,4,0,0,0,35,0
47,9,2,7,5,0,0,0,25,1
44,9,2,4,0,1,0,0,47,0
62,9,4,10,1,1,0,0,40,0
40,10,0,6,3,1,0,0,40,0
38,11,4,3,4,0,0,0,35,0
41,10,4,0,1,1,0,1617,35,0
41,10,2,11,0,1,0,0,47,0
52,9,4,11,1,1,0,1876,47,0
27,9,4,2,2,1,0,0,40,0
31,8,2,4,5,0,0,0,42,0
41,11,0,7,4,0,0,0,30,0
18,8,4,4,3,1,0,0,28,0
19,10,4,9,1,0,0,0,28,0
61,16,2,3,0,1,0,0,40,1
23,9,4,6,1,1,0,0,35,0
19,10,4,0,3,0,0,0,40,0
65,13,2,3,0,1,99999,0,40,1
31,8,2,2,0,1,0,0,40,0
23,11,4,0,2,0,0,0,40,0
58,9,0,0,1,1,0,0,40,0
56,11,2,0,0,1,0,0,30,0
26,9,4,2,2,1,0,0,47,0
42,10,2,4,0,1,0,0,47,0
51,16,2,3,0,1,7298,0,40,1
38,9,4,0,1,1,0,0,40,0
42,11,0,9,2,0,0,0,47,0
45,9,4,5,1,0,0,0,40,0
39,11,2,2,0,1,0,0,40,0
37,11,2,2,0,1,0,0,47,0
24,9,4,0,1,0,0,0,45,0
26,11,4,11,3,1,0,0,30,0
25,8,2,3,0,1,0,0,40,0
30,10,2,2,0,1,0,0,40,0
27,10,4,11,3,0,0,0,40,0
58,8,2,13,0,1,0,0,47,0
18,9,4,3,1,0,0,0,30,0
44,10,0,0,4,0,0,0,47,0
37,11,2,0,0,1,0,0,40,0
23,9,4,6,1,1,2174,0,40,0
54,13,2,11,0,1,3103,0,40,1
30,9,2,13,0,1,0,0,40,0
30,9,2,2,0,1,0,0,40,0
53,9,2,2,0,1,0,0,45,1
33,9,4,4,1,1,0,0,40,0
39,11,4,9,1,0,0,0,47,0
39,10,4,7,3,0,0,2205,40,0
45,9,4,11,3,0,0,0,35,0
17,8,4,11,3,1,0,0,28,0
53,13,2,3,0,1,0,1902,55,1
40,8,3,6,4,0,0,0,40,0
42,11,4,0,3,0,0,0,35,0
44,11,4,9,1,1,0,0,45,0
21,10,4,5,3,1,0,0,30,0
60,10,4,0,1,0,0,0,38,0
29,8,5,4,4,0,0,0,40,0
23,9,4,6,1,1,0,0,47,0
48,9,2,2,0,1,0,0,45,0
24,8,4,6,2,1,0,0,40,0
35,9,0,0,4,0,0,0,40,0
48,9,6,0,4,0,0,0,40,0
64,10,2,3,5,0,0,0,40,1
25,9,4,0,2,0,0,0,40,0
52,9,2,2,0,1,0,0,40,1
51,10,0,0,1,1,0,0,40,0
27,9,4,0,3,0,0,0,40,0
38,10,2,7,0,1,0,0,40,0
32,9,4,2,3,1,0,0,40,0
23,9,4,0,3,0,0,0,40,0
43,8,2,5,0,1,0,0,40,0
47,11,2,7,0,1,0,0,45,0
33,9,2,6,0,1,3464,0,40,0
77,11,2,3,0,1,0,0,40,0
28,9,4,5,1,1,0,0,47,0
34,10,2,3,0,1,0,0,50,1
48,9,2,7,0,1,0,0,40,0
22,9,4,11,2,1,0,0,40,0
53,11,2,3,0,1,0,0,40,1
34,8,4,7,1,0,0,0,40,0
27,10,4,11,3,1,0,0,42,0
48,13,2,9,0,1,0,0,45,1
45,9,2,2,0,1,15024,0,49,1
66,8,5,7,1,0,0,0,30,0
36,13,2,9,0,1,0,0,60,1
58,9,6,0,1,0,0,0,28,0
52,9,2,7,5,0,0,0,40,1
41,10,4,13,1,1,0,0,43,0
64,16,2,9,0,1,15024,0,50,1
24,8,2,2,0,1,2635,0,38,0
32,13,2,3,0,1,0,0,40,1
26,13,2,9,5,0,0,0,45,1
54,8,2,13,0,1,0,0,47,0
31,14,2,3,0,1,7688,0,60,1
34,13,2,3,0,1,0,0,50,1
61,8,0,7,1,1,0,0,40,0
46,13,2,11,5,0,0,0,25,1
28,11,2,11,0,1,0,0,30,0
25,9,4,3,1,1,0,0,45,0
28,13,2,0,0,1,0,1887,40,1
43,8,3,4,4,1,0,0,35,0
44,11,4,2,1,1,0,0,44,0
43,9,2,2,0,1,0,0,47,0
39,10,0,2,1,1,3325,0,40,0
61,11,2,12,0,1,0,0,40,1
45,13,2,9,0,1,0,0,40,1
20,10,4,0,3,0,0,0,28,0
42,10,2,2,0,1,0,1887,40,1
32,9,2,7,0,1,0,0,40,0
44,10,0,0,4,1,0,0,40,0
49,12,2,9,0,1,0,0,45,1
34,9,4,10,1,1,0,0,40,0
55,8,2,0,0,1,0,0,47,0
41,13,2,4,0,1,0,0,40,1
29,11,2,11,0,1,0,0,40,0
47,13,2,10,0,1,0,0,50,1
37,9,2,12,0,1,0,0,40,1
35,9,0,0,4,0,0,0,40,0
42,11,2,12,0,1,7298,0,40,1
22,10,4,7,1,1,0,0,40,0
20,10,4,0,3,0,0,0,28,0
56,8,6,7,4,0,0,0,28,0
57,15,0,3,1,1,0,0,55,1
41,9,0,3,1,0,0,0,40,0
43,10,2,3,0,1,0,0,65,1
54,9,2,8,2,0,0,0,28,0
21,10,4,11,2,0,0,0,40,0
53,8,5,0,1,1,0,0,40,0
28,11,4,7,2,1,0,0,40,0
48,11,0,12,1,0,0,0,40,0
57,15,2,9,0,1,0,0,35,1
54,11,2,9,0,1,0,0,40,0
35,9,2,2,0,1,0,0,47,0
34,9,4,3,4,0,0,0,35,0
56,10,0,0,1,0,0,0,45,0
29,9,0,0,1,0,0,0,40,0
65,10,2,10,0,1,0,0,40,0
25,11,4,10,1,1,0,0,40,0
34,9,2,3,0,1,0,0,47,0
19,10,4,5,3,1,0,0,28,0
35,9,2,13,0,1,0,0,65,1
57,16,2,9,0,1,0,1887,65,1
52,9,2,3,0,1,0,0,50,1
40,13,2,3,0,1,0,0,65,1
37,11,2,11,0,1,0,0,47,0
58,9,2,13,0,1,0,0,40,1
28,13,2,11,0,1,0,0,40,1
40,10,4,0,4,0,0,0,47,0
40,9,4,4,3,1,0,0,47,0
20,9,4,0,2,0,0,0,35,0
24,9,2,2,0,1,0,0,40,0
41,10,0,0,3,0,0,0,40,0
50,9,0,11,4,0,0,0,40,0
48,15,2,9,0,1,0,0,45,1
46,11,2,4,0,1,0,0,47,0
21,11,4,6,1,1,0,0,40,0
42,10,2,2,0,1,0,0,50,1
37,9,2,11,0,1,0,0,40,1
39,11,2,10,0,1,0,0,40,1
37,11,0,0,1,0,0,0,40,0
32,9,0,2,4,1,0,0,40,0
73,10,6,3,1,1,15831,0,40,1
36,9,2,10,0,1,0,0,48,1
20,10,4,3,3,1,0,0,47,0
50,8,5,2,1,1,0,0,47,0
39,13,2,3,0,1,7688,0,50,1
37,10,0,0,1,0,0,0,40,0
38,15,2,9,0,1,99999,0,65,1
50,14,2,2,0,1,0,1902,45,1
27,11,4,12,1,0,0,1564,65,1
17,8,4,0,3,0,0,0,28,0
20,9,4,5,3,1,0,0,40,0
41,11,0,11,3,1,0,0,47,0
64,8,2,2,0,1,0,0,40,0
35,10,0,12,4,0,0,0,40,0
24,10,0,7,1,0,0,0,36,0
23,10,4,5,3,1,0,0,40,0
51,10,0,8,4,0,0,0,35,0
23,8,2,7,0,1,0,1573,30,0
50,13,2,3,0,1,0,0,40,1
39,9,2,6,5,0,0,0,40,1
35,9,2,7,5,0,0,0,40,1
40,10,0,3,1,0,0,0,40,0
33,9,2,6,0,1,0,0,40,0
48,9,2,6,0,1,0,0,40,0
20,10,4,0,3,1,0,0,36,0
18,9,4,11,3,0,0,0,28,0
23,10,4,9,1,1,0,0,40,0
23,8,4,5,3,1,0,0,36,0
21,9,4,10,3,1,0,0,40,0
40,10,2,3,5,0,7688,0,40,1
39,9,0,7,4,0,0,0,47,0
32,8,3,2,3,1,0,0,28,0
35,8,4,6,1,1,0,0,40,0
19,10,4,7,1,0,0,0,30,0
47,9,2,2,0,1,0,0,47,0
60,8,2,6,0,1,3137,0,40,0
23,11,2,10,0,1,0,0,40,0
29,15,4,9,1,0,4787,0,40,1
24,9,4,6,4,0,0,0,40,0
54,10,2,9,0,1,0,0,50,1
52,11,0,0,1,0,0,0,40,0
43,11,2,3,0,1,15024,0,40,1
46,9,0,7,4,0,0,0,40,0
29,9,2,6,5,0,0,2051,32,0
48,9,0,0,1,0,0,0,35,0
62,9,6,3,1,0,0,0,36,0
46,9,5,0,3,0,0,0,36,0
74,10,6,0,1,0,0,0,28,0
31,13,2,3,5,0,0,1902,40,1
31,10,0,0,4,0,0,0,40,0
22,8,4,0,4,0,0,0,36,0
41,9,2,3,0,1,0,1485,40,1
28,10,4,2,3,1,0,0,40,0
20,10,4,11,1,1,0,0,28,0
37,10,2,3,0,1,0,0,40,1
26,10,2,3,5,0,0,0,35,0
44,9,2,11,0,1,0,0,47,0
22,9,4,0,3,0,0,0,38,0
64,11,4,9,2,0,0,0,30,0
35,11,4,9,1,0,0,0,40,0
44,10,0,0,1,0,0,1590,40,0
53,10,2,3,0,1,0,0,50,1
51,9,2,3,0,1,0,0,65,1
33,9,2,6,0,1,0,0,55,1
35,10,2,2,0,1,0,0,40,1
22,9,2,7,0,1,0,0,28,0
37,8,4,8,1,0,0,0,30,0
30,8,2,13,0,1,0,0,47,0
22,11,4,11,3,1,0,0,47,0
50,11,0,9,4,0,0,0,36,0
47,9,2,9,0,1,0,0,40,0
20,9,4,7,3,1,0,0,30,0
31,10,4,0,3,0,0,0,28,0
27,9,4,0,1,1,0,0,40,0
53,14,2,3,0,1,0,0,55,1
50,15,2,9,0,1,99999,0,55,1
50,11,2,9,5,0,0,0,40,0
31,10,2,13,0,1,0,0,40,1
29,10,0,5,1,1,2174,0,40,0
36,10,4,11,1,1,0,0,47,0
22,9,2,6,5,0,0,0,40,0
21,10,4,0,2,1,0,0,28,0
58,9,5,7,4,0,0,0,40,0
31,9,0,0,4,0,0,0,40,0
60,8,0,0,4,0,0,0,40,0
18,10,4,11,1,0,0,0,30,0
52,8,4,7,3,0,0,0,28,0
55,10,0,0,1,0,0,0,55,1
25,11,4,7,2,1,0,0,40,0
29,10,0,3,3,0,1831,0,40,0
27,8,2,6,0,1,0,0,42,0
32,9,4,5,1,0,0,0,45,0
50,9,2,6,0,1,0,1902,44,1
46,9,0,11,1,0,0,0,33,0
26,9,0,0,1,0,0,0,47,0
29,11,2,9,0,1,0,0,47,0
17,8,4,7,3,1,0,0,28,0
25,10,4,7,3,0,0,0,28,0
38,8,2,13,0,1,0,0,40,0
39,16,2,9,0,1,99999,0,55,1
47,9,2,7,0,1,0,0,60,1
30,11,4,3,1,0,0,0,35,0
48,8,0,11,1,0,0,0,40,0
27,11,4,0,1,1,0,0,40,0
40,10,4,2,3,1,0,0,40,0
69,8,2,6,0,1,0,2267,40,0
45,9,2,6,0,1,0,0,40,0
18,8,4,7,3,0,0,0,28,0
70,9,2,5,0,1,0,2174,40,1
34,8,3,7,4,0,0,0,30,0
65,13,2,3,0,1,0,0,44,1
48,9,2,3,0,1,0,0,40,1
29,9,4,4,3,1,0,0,47,0
42,9,2,2,0,1,5178,0,40,1
42,11,0,0,4,0,0,0,45,0
27,9,0,0,4,0,0,0,40,0
26,10,4,0,1,0,0,0,45,0
31,9,0,11,4,1,0,0,47,0
52,8,5,0,4,0,0,0,40,0
46,9,2,2,0,1,0,0,65,1
33,9,2,0,0,1,0,0,40,0
23,8,4,2,4,1,0,0,35,0
33,10,4,2,1,1,0,0,47,0
37,9,0,12,4,0,0,0,40,0
31,11,4,9,1,0,0,0,45,0
23,11,4,5,2,0,0,0,40,0
67,9,0,0,1,0,0,0,28,0
62,9,6,7,1,0,0,0,28,0
28,11,2,9,0,1,0,0,47,0
22,9,4,6,1,1,0,0,47,0
69,8,4,6,1,0,0,0,40,0
41,9,0,5,4,0,0,0,40,0
77,8,2,0,0,1,0,0,28,0
47,14,2,3,0,1,0,1977,50,1
23,11,4,0,3,0,0,0,40,0
25,11,4,9,3,0,0,0,28,0
31,11,4,12,1,1,0,0,40,0
21,11,4,2,1,1,0,0,40,0
41,15,2,9,0,1,0,0,40,1
20,10,4,11,3,1,0,0,28,0
40,14,2,3,0,1,0,0,40,1
47,9,2,11,0,1,0,0,40,1
38,9,2,0,0,1,0,0,40,0
32,11,4,3,1,0,0,0,40,0
43,10,0,11,4,0,0,880,42,0
36,8,2,5,0,1,0,0,40,0
52,10,6,0,1,0,0,0,28,0
46,8,0,3,4,0,0,0,40,0
25,9,2,0,5,0,0,0,28,0
31,8,5,5,4,1,0,0,35,0
51,11,4,9,3,0,0,0,40,0
44,13,2,6,0,1,0,1977,40,1
48,11,4,7,4,0,0,0,40,0
62,9,2,3,0,1,0,0,40,1
27,11,4,9,3,1,0,0,40,0
21,10,4,0,3,0,0,0,35,0
29,9,4,13,3,1,0,0,40,0
50,10,2,5,0,1,0,0,47,0
52,12,2,10,0,1,0,0,40,1
47,10,0,0,4,0,0,0,42,0
32,9,2,3,0,1,0,0,47,0
41,16,2,9,0,1,0,0,50,1
43,9,0,3,4,0,0,0,47,1
35,9,0,7,1,0,0,0,45,0
65,10,2,5,0,1,0,0,28,0
57,9,2,2,0,1,0,0,48,1
39,10,0,0,4,0,114,0,45,0
31,9,5,5,1,1,0,0,47,0
21,10,4,7,3,0,0,1721,28,0
31,9,2,5,0,1,0,0,45,0
22,10,4,0,3,1,0,1602,28,0
22,10,4,0,1,0,0,0,35,0
27,8,4,7,3,1,0,0,30,0
31,9,4,7,3,1,0,0,35,0
50,14,0,3,1,1,0,0,62,1
55,14,2,9,0,1,0,0,55,1
25,13,2,9,0,1,0,0,40,1
28,11,4,9,1,1,0,0,47,0
57,8,0,7,4,1,4650,0,47,0
18,8,4,11,3,0,0,0,40,0
51,9,0,3,1,0,99999,0,35,1
62,10,0,12,4,0,0,0,43,0
23,9,4,0,3,1,0,0,40,0
41,8,2,10,0,1,0,0,40,0
51,10,2,0,0,1,15024,0,40,1
58,10,2,4,0,1,0,0,47,0
52,8,4,5,1,1,0,0,47,0
47,10,0,2,1,1,0,0,40,0
24,10,4,4,1,1,0,0,45,0
32,9,1,7,2,0,0,0,28,0
19,10,4,11,3,0,0,0,28,0
57,9,0,0,4,0,0,0,42,0
21,8,2,7,0,1,0,0,40,0
38,10,0,9,3,0,0,0,40,0
30,9,2,3,0,1,0,0,50,1
17,8,4,11,4,0,0,0,28,0
54,11,0,3,4,0,5721,0,35,0
31,10,2,11,0,1,0,2051,47,0
43,8,4,6,1,1,0,0,40,0
20,10,4,0,3,0,0,1602,30,0
39,11,2,6,0,1,0,0,40,0
34,8,4,6,1,1,0,0,40,0
35,13,2,11,0,1,0,0,45,1
25,9,4,6,4,1,0,0,40,0
21,10,2,0,5,0,2105,0,28,0
51,9,4,7,1,1,0,0,40,0
24,11,4,9,3,0,0,0,40,0
59,9,2,0,0,1,0,0,40,1
48,16,2,3,0,1,0,0,40,1
40,11,2,9,0,1,0,0,40,1
35,11,2,7,0,1,0,0,40,0
22,10,4,12,4,0,0,0,47,0
38,9,5,2,1,1,0,0,40,0
54,11,2,11,0,1,0,0,45,0
53,10,2,10,0,1,4386,0,40,1
32,11,4,9,1,1,0,0,47,0
55,10,2,9,0,1,0,0,40,1
17,8,4,11,3,0,0,0,28,0
19,9,4,11,3,1,0,0,47,0
21,10,4,0,3,0,0,0,28,0
24,9,4,6,3,1,0,0,30,0
34,11,2,2,0,1,0,0,45,0
23,11,4,7,3,1,0,0,47,0
32,8,2,0,0,1,0,0,45,0
28,10,2,7,0,1,0,0,40,0
38,8,0,6,1,1,0,0,47,0
52,10,4,0,1,0,0,2001,32,0
42,15,0,9,1,1,99999,0,65,1
37,11,2,13,0,1,15024,0,50,1
24,11,2,3,5,0,0,0,40,0
29,9,5,2,1,1,0,0,35,0
33,9,4,2,1,1,0,0,30,0
28,11,0,2,4,1,0,0,47,0
42,10,4,3,1,1,0,0,40,1
38,14,2,3,0,1,0,1977,60,1
50,14,2,3,0,1,15024,0,65,1
36,9,2,13,0,1,7298,0,60,1
49,12,2,3,0,1,0,0,45,1
21,9,2,2,0,1,0,0,40,0
57,11,4,9,1,1,0,0,47,0
65,10,6,9,1,0,1848,0,28,0
24,11,4,0,3,0,0,0,28,0
28,10,2,0,0,1,0,0,28,0
50,13,2,3,0,1,0,0,40,1
73,8,2,0,0,1,0,0,40,0
20,10,4,7,3,1,0,0,28,0
38,11,2,13,0,1,4508,0,40,0
29,9,2,6,0,1,0,0,47,0
36,12,2,12,0,1,0,0,40,1
52,11,2,13,0,1,0,0,47,0
32,13,2,9,0,1,0,0,40,1
18,10,4,7,3,1,0,0,28,0
23,11,4,5,3,1,0,0,40,0
31,10,4,0,3,0,0,0,35,0
35,11,4,3,1,0,0,0,47,0
45,9,0,0,1,0,0,0,47,0
20,9,2,5,0,1,0,0,40,0
64,10,2,11,0,1,0,0,28,0
44,9,2,0,0,1,0,0,52,1
45,10,2,6,0,1,0,0,40,1
50,9,2,13,0,1,0,0,40,1
70,11,0,0,1,1,2538,0,45,0
